rua_id;nome_rua;nome_normalizado;nome_base_normalizado;bairro;cep;distrito;estado_geometria;hash_geometria;extensao_geometria_m;distancia_minima_outra_geometria_m;status_grupo;ids_do_grupo;quantidade_cadastros_base;quantidade_contextos_base;risco_casamento_osm;ids_chave_base
1822;TRAVESSA SAPUCAINHA;SAPUCAINHA;SAPUCAINHA;Parque São Silvestre;28090525;620;valida;12309302e09f93a7;175.4;637.9;geometrias_distantes_mesmo_nome;1812,1822;2;2;ambiguidade_por_contexto;1812,1822
1951;AVENIDA TRÊS;TRES;TRES;Parque Presidente Vargas;28083333;622;valida;abc0989cdb47b588;3164.8;9911.7;geometrias_distantes_mesmo_nome;1951,2042,2059;3;3;ambiguidade_por_contexto;1951,2042,2059
2042;RUA TRÊS;TRES;TRES;Parque Boa Vista;28073530;622;sem_geometria;;0.0;;geometrias_distantes_mesmo_nome;1951,2042,2059;3;3;ambiguidade_por_contexto;1951,2042,2059
2059;RUA TRÊS;TRES;TRES;Parque Presidente Vargas;28083775;622;valida;950de130f31e933b;89.3;9911.7;geometrias_distantes_mesmo_nome;1951,2042,2059;3;3;ambiguidade_por_contexto;1951,2042,2059
1856;PRAÇA UM;UM;UM;Parque Guarus;28070700;621;valida;f7defd029367284b;0.0;1847.9;geometrias_distantes_mesmo_nome;1856,2044,2072;3;3;ambiguidade_por_contexto;1856,2044,2072
2044;RUA UM;UM;UM;Parque Boa Vista;28073557;622;valida;4f90e5ac7344e762;29306.7;3924.2;geometrias_distantes_mesmo_nome;1856,2044,2072;3;3;ambiguidade_por_contexto;1856,2044,2072
2072;RUA UM;UM;UM;Parque Aeroporto;28093530;623;valida;0f272f5f80758dd0;983.9;1847.9;geometrias_distantes_mesmo_nome;1856,2044,2072;3;3;ambiguidade_por_contexto;1856,2044,2072
1976;RODOVIA CAMPOS-VITÓRIA - LADO ÍMPAR;CAMPOS VITORIA LADO IMPAR;CAMPOS VITORIA;Parque Santos Dumont;28073475;622;valida;aeb1945f205d5fcf;4824.0;94.4;nome_repetido_revisar;1976,1978;4;4;ambiguidade_por_contexto;1972,1974,1976,1978
1978;RODOVIA CAMPOS-VITÓRIA - LADO ÍMPAR;CAMPOS VITORIA LADO IMPAR;CAMPOS VITORIA;Parque Boa Vista;28073705;622;valida;31f7161e6a142a0d;4616.0;94.4;nome_repetido_revisar;1976,1978;4;4;ambiguidade_por_contexto;1972,1974,1976,1978
1972;RODOVIA CAMPOS-VITÓRIA - LADO PAR;CAMPOS VITORIA LADO PAR;CAMPOS VITORIA;Parque Santos Dumont;28073476;622;valida;40ab4d707828eaa3;3973.7;103.3;nome_repetido_revisar;1972,1974;4;4;ambiguidade_por_contexto;1972,1974,1976,1978
1974;RODOVIA CAMPOS-VITÓRIA - LADO PAR;CAMPOS VITORIA LADO PAR;CAMPOS VITORIA;Parque Boa Vista;28073706;622;valida;172fc61517836661;4133.8;103.3;nome_repetido_revisar;1972,1974;4;4;ambiguidade_por_contexto;1972,1974,1976,1978
1489;RUA MANOEL DE SOUZA;MANOEL DE SOUZA;MANOEL DE SOUZA;Jardim Carioca;28080800;617;sem_geometria;;0.0;;nome_repetido_revisar;1489,1511;2;2;ambiguidade_por_contexto;1489,1511
1511;TRAVESSA MANOEL DE SOUZA;MANOEL DE SOUZA;MANOEL DE SOUZA;Parque Jardim Carioca;28080320;617;sem_geometria;;0.0;;nome_repetido_revisar;1489,1511;2;2;ambiguidade_por_contexto;1489,1511
809;RUA MANOEL VIRGÍLIO;MANOEL VIRGILIO;MANOEL VIRGILIO;Parque Penha;28021250;611;valida;96c27e627fb07897;307.2;23.0;nome_repetido_revisar;809,810;2;2;ambiguidade_por_contexto;809,810
810;TRAVESSA MANOEL VIRGÍLIO;MANOEL VIRGILIO;MANOEL VIRGILIO;Parque Penha;28021255;611;valida;61d974c23616262b;344.6;23.0;nome_repetido_revisar;809,810;2;2;ambiguidade_por_contexto;809,810
1492;RUA MARIA DA PENHA TAVARES;MARIA DA PENHA TAVARES;MARIA DA PENHA TAVARES;Parque Vicente Gonçalves Dias;28080199;617;valida;c83e598c0eefeba6;80.1;1.0;nome_repetido_revisar;1492,1517;2;2;ambiguidade_por_contexto;1492,1517
1517;TRAVESSA MARIA DA PENHA TAVARES;MARIA DA PENHA TAVARES;MARIA DA PENHA TAVARES;Parque Vicente Gonçalves Dias;28080785;617;valida;0f24e1c6b43e4c60;73.1;1.0;nome_repetido_revisar;1492,1517;2;2;ambiguidade_por_contexto;1492,1517
969;PRAÇA MELVIN JONES;MELVIN JONES;MELVIN JONES;Parque Rosário;28027340;612;valida;4eb237b0a63781fd;181.3;29.8;nome_repetido_revisar;969,974;2;2;ambiguidade_por_contexto;969,974
974;RUA MELVIN JONES;MELVIN JONES;MELVIN JONES;Parque Rosário;28027535;612;valida;23502be030e2bdb0;154.4;29.8;nome_repetido_revisar;969,974;2;2;ambiguidade_por_contexto;969,974
2068;RUA MURILO PEIXOTO;MURILO PEIXOTO;MURILO PEIXOTO;Parque São Silvestre;28090200;623;valida;ead85e1bb34a9b84;1694.2;123.6;nome_repetido_revisar;2068,2080;2;2;ambiguidade_por_contexto;2068,2080
2080;TRAVESSA MURILO PEIXOTO;MURILO PEIXOTO;MURILO PEIXOTO;Parque Eldorado;28090510;623;valida;da27d85b92183908;205.2;123.6;nome_repetido_revisar;2068,2080;2;2;ambiguidade_por_contexto;2068,2080
2084;PRAÇA NOSSA SENHORA DA CONCEIÇÃO - TRAVESSÃO;NOSSA SENHORA DA CONCEICAO TRAVESSAO;NOSSA SENHORA DA CONCEICAO TRAVESSAO;TRAVESSÃO;28145020;623;valida;5d0eec10b20e7a83;51.5;487.8;nome_repetido_revisar;2084,2127;2;2;ambiguidade_por_contexto;2084,2127
2127;RUA NOSSA SENHORA DA CONCEIÇÃO - TRAVESSÃO;NOSSA SENHORA DA CONCEICAO TRAVESSAO;NOSSA SENHORA DA CONCEICAO TRAVESSAO;TRAVESSÃO;28145360;623;valida;1988abf505d5afd0;348.1;487.8;nome_repetido_revisar;2084,2127;2;2;ambiguidade_por_contexto;2084,2127
291;RUA VEREADOR AMARO SOARES;VEREADOR AMARO SOARES;VEREADOR AMARO SOARES;Goytacazes;28023568;605;valida;9b667138dd68e8da;334.8;70.9;nome_repetido_revisar;291,292;2;2;ambiguidade_por_contexto;291,292
292;TRAVESSA VEREADOR AMARO SOARES;VEREADOR AMARO SOARES;VEREADOR AMARO SOARES;Goytacazes;28023569;605;valida;17c07e842d18a512;108.7;70.9;nome_repetido_revisar;291,292;2;2;ambiguidade_por_contexto;291,292
1618;AVENIDA WILSON BATISTA;WILSON BATISTA;WILSON BATISTA;Parque Aldeia;28060560;619;valida;b33dea17badee99c;1801.2;18.8;nome_repetido_revisar;1618,1714;2;2;ambiguidade_por_contexto;1618,1714
1714;TRAVESSA WILSON BATISTA;WILSON BATISTA;WILSON BATISTA;Parque Aldeia;28060555;619;valida;20422ec5a3cf53f5;1787.0;18.8;nome_repetido_revisar;1618,1714;2;2;ambiguidade_por_contexto;1618,1714
